Specified	Tree	Fitness	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(mul(ARG19, ARG19), ARG19), mul(ARG19, ARG19))	3.3085406297363664e-10	
[19]	mul(ARG19, mul(ARG19, ARG19))	2.9928134741068105e-08	
[19]	mul(mul(ARG19, mul(ARG19, ARG19)), mul(ARG19, ARG19))	3.3085406297363664e-10	
[19]	mul(mul(ARG19, ARG19), ARG19)	2.9928134741068105e-08	
[19]	mul(ARG19, mul(ARG19, ARG19))	2.9928134741068105e-08	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, mul(ARG19, ARG19)))	3.3085406297363664e-10	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, mul(ARG19, ARG19)))	3.3085406297363664e-10	
[13]	ARG13	2.990214100926289e-08	
[2, 19]	mul(mul(ARG19, mul(ARG19, ARG19)), mul(cos(add(ARG2, 5)), ARG19))	2.5070391627536606e-08	
[19]	mul(ARG19, mul(ARG19, ARG19))	2.9928134741068105e-08	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19, 6]	mul(ARG19, mul(ARG19, cos(sub(ARG6, 5))))	2.9901898400014386e-08	
[19]	mul(mul(ARG19, ARG19), mul(mul(ARG19, ARG19), ARG19))	3.3085406297363664e-10	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[18, 14]	add(add(ARG14, 5), sub(ARG18, 5))	2.9902141807130893e-08	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, mul(ARG19, ARG19)))	3.3085406297363664e-10	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[19]	mul(mul(ARG19, ARG19), mul(ARG19, ARG19))	2.6410868138249596e-06	
[2, 19]	mul(ARG2, mul(ARG19, ARG19))	2.991654088350178e-08	
